rank,person_name,gender,age,country,iso3,wb_country_name,state,city,net_worth_usd_m,net_worth_usd,source_of_wealth,industries,primary_industry,self_made,wealth_gdp_ratio_pct,wealth_per_citizen_usd,wealth_country_share_pct,sector_dominance_score,gdp_usd,population,gdp_year,forbes_uri,scrape_timestamp,birth_year
162,Radhakishan Damani,M,71.0,India,IND,India,,Mumbai,17453.6,17453603000.0,"Retail, investments",Fashion & Retail,Fashion & Retail,True,0.446396,12.0292,1.7637,12.2,3909891533858.08,1450935791.0,2024.0,radhakishan-damani-1,2026-04-10 21:32 UTC,1955.0
163,Low Tuck Kwong,M,78.0,Indonesia,IDN,Indonesia,,Jakarta,17430.34,17430344000.0,Coal,Energy,Energy,True,1.248324,61.4853,10.249,21.42,1396300098190.97,283487931.0,2024.0,low-tuck-kwong,2026-04-10 21:32 UTC,1948.0
164,John Menard Jr,M,86.0,United States,USA,United States,Wisconsin,Eau Claire,17289.51,17289511000.0,Home improvement stores,Fashion & Retail,Fashion & Retail,True,0.060135,50.8349,0.2072,23.35,28750956130731.2,340110988.0,2024.0,john-menard-jr,2026-04-10 21:32 UTC,1940.0
165,Pei Zhenhua,M,67.0,China,CHN,China,Fujian,Ningde,17227.6,17227599000.0,Batteries,Energy,Energy,True,0.091911,12.227,0.807,15.26,18743803170827.2,1408975000.0,2024.0,pei-zhenhua-1,2026-04-10 21:32 UTC,1959.0
166,Jan Koum,M,50.0,United States,USA,United States,California,Atherton,17023.05,17023047000.0,WhatsApp,Technology,Technology,True,0.059209,50.0514,0.204,23.35,28750956130731.2,340110988.0,2024.0,jan-koum,2026-04-10 21:32 UTC,1976.0
167,Stephen Ross,M,85.0,United States,USA,United States,Florida,Palm Beach,16982.71,16982712000.0,Real estate,Real Estate,Real Estate,True,0.059068,49.9329,0.2036,23.35,28750956130731.2,340110988.0,2024.0,stephen-ross,2026-04-10 21:32 UTC,1940.0
168,Arthur Dantchik,M,68.0,United States,USA,United States,Pennsylvania,Gladwyne,16877.0,16877000000.0,"Trading, investments",Finance & Investments,Finance & Investments,True,0.058701,49.622,0.2023,23.35,28750956130731.2,340110988.0,2024.0,arthur-dantchik,2026-04-10 21:32 UTC,1957.0
169,Sarath Ratanavadi,M,60.0,Thailand,THA,Thailand,,Bangkok,16874.31,16874313000.0,Energy,Energy,Energy,True,3.20489,235.4511,18.2527,35.59,526517658841.684,71668011.0,2024.0,sarath-ratanavadi,2026-04-10 21:32 UTC,1965.0
170,Anders Holch Povlsen,M,53.0,Denmark,DNK,Denmark,,Aarhus,16685.41,16685413000.0,Fashion retail,Fashion & Retail,Fashion & Retail,False,3.930375,2791.607,29.5534,46.39,424524722037.047,5976992.0,2024.0,anders-holch-povlsen,2026-04-10 21:32 UTC,1972.0
171,Georg Schaeffler,M,61.0,Germany,DEU,Germany,,Herzogenaurach,16676.82,16676824000.0,Auto parts,Automotive,Automotive,False,0.355917,199.6828,1.6917,14.32,4685592577804.69,83516593.0,2024.0,georg-schaeffler,2026-04-10 21:32 UTC,1964.0
172,Wang Wei,M,55.0,China,CHN,China,Guangdong,Shenzhen,16477.1,16477097000.0,Package delivery,Service,Service,True,0.087907,11.6944,0.7719,15.26,18743803170827.2,1408975000.0,2024.0,wang-wei,2026-04-10 21:32 UTC,1970.0
173,Mikhail Fridman,M,62.0,Russia,RUS,Russian Federation,,Moscow,16440.85,16440848000.0,"Oil, banking, telecom",Energy,Energy,True,0.756306,114.5433,2.5165,17.19,2173835806671.66,143533851.0,2024.0,mikhail-fridman,2026-04-10 21:32 UTC,1964.0
174,Brad Jacobs,M,69.0,United States,USA,United States,Connecticut,Greenwich,16292.67,16292670000.0,Logistics,Logistics,Logistics,True,0.056668,47.904,0.1953,23.35,28750956130731.2,340110988.0,2024.0,brad-jacobs,2026-04-10 21:32 UTC,1956.0
175,Enrique Razon Jr.,M,66.0,Philippines,PHL,Philippines,,Manila,16084.31,16084307000.0,Ports,Logistics,Logistics,False,3.484336,138.8449,40.5548,32.04,461617509782.355,115843670.0,2024.0,enrique-razon-jr,2026-04-10 21:32 UTC,1960.0
176,Peter Mallouk,M,56.0,United States,USA,United States,Kansas,Overland Park,16082.0,16082000000.0,Wealth planning,Finance & Investments,Finance & Investments,True,0.055936,47.2846,0.1928,23.35,28750956130731.2,340110988.0,2024.0,peter-mallouk,2026-04-10 21:32 UTC,1970.0
177,Charlene de Carvalho-Heineken & family,F,71.0,Netherlands,NLD,Netherlands,,London,16075.34,16075344000.0,Heineken,Food & Beverage,Food & Beverage,False,1.323152,893.398,20.1907,31.1,1214927698572.66,17993485.0,2024.0,charlene-de-carvalho-heineken,2026-04-10 21:32 UTC,1954.0
178,George Kaiser,M,83.0,United States,USA,United States,Oklahoma,Tulsa,16033.2,16033202000.0,"Oil & gas, banking",Energy,Energy,False,0.055766,47.1411,0.1922,23.35,28750956130731.2,340110988.0,2024.0,george-kaiser,2026-04-10 21:32 UTC,1942.0
179,Harold Hamm & family,M,80.0,United States,USA,United States,Oklahoma,Oklahoma City,16000.0,16000000000.0,Oil & gas,Energy,Energy,True,0.05565,47.0435,0.1918,23.35,28750956130731.2,340110988.0,2024.0,harold-hamm,2026-04-10 21:32 UTC,1945.0
180,Zhang Zhidong,M,54.0,China,CHN,China,Guangdong,Shenzhen,15743.12,15743119000.0,Online games,Technology,Technology,True,0.083991,11.1735,0.7375,15.26,18743803170827.2,1408975000.0,2024.0,zhang-zhidong,2026-04-10 21:32 UTC,1972.0
181,Zou Zhinong & family,M,58.0,China,CHN,China,Jiangsu,Suzhou,15540.41,15540410000.0,Telecom equipment,Manufacturing,Manufacturing,True,0.08291,11.0296,0.728,15.26,18743803170827.2,1408975000.0,2024.0,zou-zhinong,2026-04-10 21:32 UTC,1968.0
182,Ray Dalio,M,76.0,United States,USA,United States,Connecticut,Greenwich,15383.97,15383970000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.053508,45.2322,0.1844,23.35,28750956130731.2,340110988.0,2024.0,ray-dalio,2026-04-10 21:32 UTC,1949.0
